 "tags","is_answered","view_count","answer_count","score","last_activity_date","creation_date","last_edit_date","question_id","content_license","link","title","body","code"
"['python'; 'list']","True","1786099","36","1240","1644870849","1287125979","1635811408","3940128","CC BY-SA 4.0","https://stackoverflow.com/questions/3940128/how-to-reverse-a-list","How to reverse a list?","How can I do the following in Python?array = [0 10 20 40]for (i = array.length() - 1; i >= 0; i--)I need to have the elements of an array but from the end to the beginning.","[<code>array=[0102040]for(i=array.length()-1i=0i--)</code>]"
"['python'; 'pygame']","True","83426","7","31","1603612481","1318451884","1531851811","7746263","CC BY-SA 4.0","https://stackoverflow.com/questions/7746263/how-can-i-play-an-mp3-with-pygame","How can I play an mp3 with pygame?","import pygamefile = 'some.mp3'pygame.init()pygame.mixer.init()pygame.mixer.music.load(file)pygame.mixer.music.play()This outputs Process finished with exit code 0 but it doesn't play anything. How can I resolve this problem?","[<code>importpygamefile='some.mp3'pygame.init()pygame.mixer.init()pygame.mixer.music.load(file)pygame.mixer.music.play()</code>]"
"['python'; 'flask'; 'flask-login']","True","8477","1","12","1554820070","1390913582","1554820070","21406057","CC BY-SA 4.0","https://stackoverflow.com/questions/21406057/flask-view-raises-typeerror-bool-object-is-not-callable","Flask view raises TypeError: 'bool' object is not callable","I am trying to debug a view in my Flask app that is return a 500 status with the error TypeError: 'bool' object is not callable in the traceback. The view calls login_user from Flask-Login then returns True to indicate that the login was successful.I have debugged until app_iter = app(environ start_response) and the app is now a boolean with the value True rather than the Flask app object.Traceback (most recent call last):  File D:\Python27\lib\site-packages\flask\app.py line 1836 in __call__    return self.wsgi_app(environ start_response)  File D:\Python27\lib\site-packages\flask\app.py line 1820 in wsgi_app    response = self.make_response(self.handle_exception(e))  File D:\Python27\lib\site-packages\flask\app.py line 1403 in handle_exception    reraise(exc_type exc_value tb)  File D:\Python27\lib\site-packages\flask\app.py line 1817 in wsgi_app    response = self.full_dispatch_request()  File D:\Python27\lib\site-packages\flask\app.py line 1478 in full_dispatch_request    response = self.make_response(rv)  File D:\Python27\lib\site-packages\flask\app.py line 1577 in make_response    rv = self.response_class.force_type(rv request.environ)  File D:\Python27\lib\site-packages\werkzeug\wrappers.py line 824 in force_type    response = BaseResponse(*_run_wsgi_app(response environ))  File D:\Python27\lib\site-packages\werkzeug\wrappers.py line 57 in _run_wsgi_app    return _run_wsgi_app(*args)  File D:\Python27\lib\site-packages\werkzeug\test.py line 854 in run_wsgi_app    app_iter = app(environ start_response)TypeError: 'bool' object is not callable@app.route('/login' methods=['POST'])def login():    username = request.form['username']    user = User.query.filter_by(username=username).first()    if user:        login_user(user)        return True    return False","[<code>TypeError:'bool'objectisnotcallable</code><code>login_user</code><code>True</code><code>app_iter=app(environstart_response)</code><code>app</code><code>True</code><code>Traceback(mostrecentcalllast):FileD:\Python27\lib\site-packages\flask\app.pyline1836in__call__returnself.wsgi_app(environstart_response)FileD:\Python27\lib\site-packages\flask\app.pyline1820inwsgi_appresponse=self.make_response(self.handle_exception(e))FileD:\Python27\lib\site-packages\flask\app.pyline1403inhandle_exceptionreraise(exc_typeexc_valuetb)FileD:\Python27\lib\site-packages\flask\app.pyline1817inwsgi_appresponse=self.full_dispatch_request()FileD:\Python27\lib\site-packages\flask\app.pyline1478infull_dispatch_requestresponse=self.make_response(rv)FileD:\Python27\lib\site-packages\flask\app.pyline1577inmake_responserv=self.response_class.force_type(rvrequest.environ)FileD:\Python27\lib\site-packages\werkzeug\wrappers.pyline824inforce_typeresponse=BaseResponse(*_run_wsgi_app(responseenviron))FileD:\Python27\lib\site-packages\werkzeug\wrappers.pyline57in_run_wsgi_appreturn_run_wsgi_app(*args)FileD:\Python27\lib\site-packages\werkzeug\test.pyline854inrun_wsgi_appapp_iter=app(environstart_response)TypeError:'bool'objectisnotcallable</code><code>@app.route('/login'methods=['POST'])deflogin():username=request.form['username']user=User.query.filter_by(username=username).first()ifuser:login_user(user)returnTruereturnFalse</code>]"
"['python'; 'time'; 'tkinter']","True","19268","2","6","1566152994","1329581553","1566152994","9342757","CC BY-SA 4.0","https://stackoverflow.com/questions/9342757/tkinter-executing-functions-over-time","Tkinter — executing functions over time","I'm trying to figure out how the tkinter control flow works.I want to display a rectangle and to make it blink three times. I wrote this code but it doesn't work. I guess it's because blink is executed before mainloop and it doesn't actually draw anything. If so how can I swap the control flow between blink and mainloop to make it work?My code:from tkinter import *from time import *def blink(rectangle canvas):    for i in range(3):        canvas.itemconfigure(rectangle fill = red)        sleep(1)        canvas.itemconfigure(rectangle fill = white)        sleep(1)root = Tk()fr = Frame(root)fr.pack()canv = Canvas(fr height = 100 width = 100)canv.pack()rect = canv.create_rectangle(25 25 75 75 fill = white)blink(rect canv)root.mainloop()","[<code>blink</code><code>mainloop</code><code>blink</code><code>mainloop</code><code>fromtkinterimport*fromtimeimport*defblink(rectanglecanvas):foriinrange(3):canvas.itemconfigure(rectanglefill=red)sleep(1)canvas.itemconfigure(rectanglefill=white)sleep(1)root=Tk()fr=Frame(root)fr.pack()canv=Canvas(frheight=100width=100)canv.pack()rect=canv.create_rectangle(25257575fill=white)blink(rectcanv)root.mainloop()</code>]"
"['python'; 'tensorflow']","True","465071","28","639","1641763994","1447771046","1622199901","33759623","CC BY-SA 4.0","https://stackoverflow.com/questions/33759623/how-to-save-restore-a-model-after-training","How to save/restore a model after training?","After you train a model in Tensorflow: How do you save the trained model?How do you later restore this saved model?","[]"
"['python'; 'design-patterns'; 'class-design']","True","325841","18","647","1620028052","1237828381","1504542165","674304","CC BY-SA 3.0","https://stackoverflow.com/questions/674304/why-is-init-always-called-after-new","Why is __init__() always called after __new__()?","I'm just trying to streamline one of my classes and have introduced some functionality in the same style as the flyweight design pattern.However I'm a bit confused as to why __init__ is always called after __new__. I wasn't expecting this. Can anyone tell me why this is happening and how I can implement this functionality otherwise? (Apart from putting the implementation into the __new__ which feels quite hacky.)Here's an example:class A(object):    _dict = dict()    def __new__(cls):        if 'key' in A._dict:            print EXISTS            return A._dict['key']        else:            print NEW            return super(A cls).__new__(cls)    def __init__(self):        print INIT        A._dict['key'] = self        print a1 = A()a2 = A()a3 = A()Outputs:NEWINITEXISTSINITEXISTSINITWhy?","[<code>__init__</code><code>__new__</code><code>__new__</code><code>classA(object):_dict=dict()def__new__(cls):if'key'inA._dict:printEXISTSreturnA._dict['key']else:printNEWreturnsuper(Acls).__new__(cls)def__init__(self):printINITA._dict['key']=selfprinta1=A()a2=A()a3=A()</code><code>NEWINITEXISTSINITEXISTSINIT</code>]"
"['python'; 'text-files'; 'line-count']","True","1026320","44","1208","1638519796","1241950925","1573408291","845058","CC BY-SA 4.0","https://stackoverflow.com/questions/845058/how-to-get-line-count-of-a-large-file-cheaply-in-python","How to get line count of a large file cheaply in Python?","I need to get a line count of a large file (hundreds of thousands of lines) in python. What is the most efficient way both memory- and time-wise?At the moment I do:def file_len(fname):    with open(fname) as f:        for i l in enumerate(f):            pass    return i + 1is it possible to do any better?","[<code>deffile_len(fname):withopen(fname)asf:forilinenumerate(f):passreturni+1</code>]"
"['python'; 'newline'; 'trailing']","True","2200867","27","1916","1635808835","1226168724","1604104783","275018","CC BY-SA 4.0","https://stackoverflow.com/questions/275018/how-can-i-remove-a-trailing-newline","How can I remove a trailing newline?","What is the Python equivalent of Perl's chomp function which removes the last character of a string if it is a newline?","[<code>chomp</code>]"
"['python'; 'string'; 'exec']","True","422654","14","454","1639532641","1238515940","1238516065","701802","CC BY-SA 2.5","https://stackoverflow.com/questions/701802/how-do-i-execute-a-string-containing-python-code-in-python","How do I execute a string containing Python code in Python?","How do I execute a string containing Python code in Python?","[]"
"['python'; 'list'; 'slice']","True","62670","5","120","1633886987","1337187914","1626821576","10623302","CC BY-SA 4.0","https://stackoverflow.com/questions/10623302/how-does-assignment-work-with-list-slices","How does assignment work with list slices?","Python docs says that slicing a list returns a new list.Now if a new list is being returned I've the following questions related to Assignment to slicesa = [1 2 3]a[0:2] = [4 5]print aNow the output would be:[4 5 3] How can something that is returning something come on the left side of expression?Yes I read the docs and it says it is possible now since slicing a list returns a new list why is the original list being modified? I am not able to understand the mechanics behind it.","[<code>a=[123]a[0:2]=[45]printa</code><code>[453]</code>]"
"['python'; 'selenium'; 'webdriver'; 'phantomjs']","True","228077","20","65","1644106570","1423571469","1423581590","28431765","CC BY-SA 3.0","https://stackoverflow.com/questions/28431765/open-web-in-new-tab-selenium-python","Open web in new tab Selenium + Python","So I am trying to open websites on new tabs inside my WebDriver. I want to do this because opening a new WebDriver for each website takes about 3.5secs using PhantomJS I want more speed...I'm using a multiprocess python script and I want to get some elements from each page so the workflow is like this:Open BrowserLoop throught my arrayFor element in array -> Open website in new tab -> do my business -> close itBut I can't find any way to achieve this.Here's the code I'm using. It takes forever between websites I need it to be fast... Other tools are allowed but I don't know too many tools for scrapping website content that loads with JavaScript (divs created when some event is triggered on load etc) That's why I need Selenium... BeautifulSoup can't be used for some of my pages.#!/usr/bin/env pythonimport multiprocessing time pika json traceback logging sys os itertools urllib urllib2 cStringIO mysql.connector shutil hashlib socket urllib2 refrom selenium import webdriverfrom selenium.webdriver.common.keys import Keysfrom PIL import Imagefrom os import listdirfrom os.path import isfile joinfrom bs4 import BeautifulSoupfrom pprint import pprintdef getPhantomData(parameters):    try:        # We create WebDriver        browser = webdriver.Firefox()        # Navigate to URL        browser.get(parameters['target_url'])        # Find all links by Selector        links = browser.find_elements_by_css_selector(parameters['selector'])        result = []        for link in links:            # Extract link attribute and append to our list            result.append(link.get_attribute(parameters['attribute']))        browser.close()        browser.quit()        return json.dumps({'data': result})    except Exception err:        browser.close()        browser.quit()        print errdef callback(ch method properties body):    parameters = json.loads(body)    message = getPhantomData(parameters)    if message['data']:        ch.basic_ack(delivery_tag=method.delivery_tag)    else:        ch.basic_reject(delivery_tag=method.delivery_tag requeue=True)def consume():    credentials = pika.PlainCredentials('invitado' 'invitado')    rabbit = pika.ConnectionParameters('localhost'5672'/'credentials)    connection = pika.BlockingConnection(rabbit)    channel = connection.channel()    # Conectamos al canal    channel.queue_declare(queue='com.stuff.images' durable=True)    channel.basic_consume(callbackqueue='com.stuff.images')    print ' [*] Waiting for messages. To exit press CTRL^C'    try:        channel.start_consuming()    except KeyboardInterrupt:        passworkers = 5pool = multiprocessing.Pool(processes=workers)for i in xrange(0 workers):    pool.apply_async(consume)try:    while True:        continueexcept KeyboardInterrupt:    print ' [*] Exiting...'    pool.terminate()    pool.join()","[<code>OpenBrowserLoopthroughtmyarrayForelementinarray-Openwebsiteinnewtab-domybusiness-closeit</code><code>#!/usr/bin/envpythonimportmultiprocessingtimepikajsontracebackloggingsysositertoolsurlliburllib2cStringIOmysql.connectorshutilhashlibsocketurllib2refromseleniumimportwebdriverfromselenium.webdriver.common.keysimportKeysfromPILimportImagefromosimportlistdirfromos.pathimportisfilejoinfrombs4importBeautifulSoupfrompprintimportpprintdefgetPhantomData(parameters):try:#WecreateWebDriverbrowser=webdriver.Firefox()#NavigatetoURLbrowser.get(parameters['target_url'])#FindalllinksbySelectorlinks=browser.find_elements_by_css_selector(parameters['selector'])result=[]forlinkinlinks:#Extractlinkattributeandappendtoourlistresult.append(link.get_attribute(parameters['attribute']))browser.close()browser.quit()returnjson.dumps({'data':result})exceptExceptionerr:browser.close()browser.quit()printerrdefcallback(chmethodpropertiesbody):parameters=json.loads(body)message=getPhantomData(parameters)ifmessage['data']:ch.basic_ack(delivery_tag=method.delivery_tag)else:ch.basic_reject(delivery_tag=method.delivery_tagrequeue=True)defconsume():credentials=pika.PlainCredentials('invitado''invitado')rabbit=pika.ConnectionParameters('localhost'5672'/'credentials)connection=pika.BlockingConnection(rabbit)channel=connection.channel()#Conectamosalcanalchannel.queue_declare(queue='com.stuff.images'durable=True)channel.basic_consume(callbackqueue='com.stuff.images')print'[*]Waitingformessages.ToexitpressCTRL^C'try:channel.start_consuming()exceptKeyboardInterrupt:passworkers=5pool=multiprocessing.Pool(processes=workers)foriinxrange(0workers):pool.apply_async(consume)try:whileTrue:continueexceptKeyboardInterrupt:print'[*]Exiting...'pool.terminate()pool.join()</code>]"
"['python'; 'user-interface'; 'tkinter'; 'pycharm']","True","138674","2","37","1620488961","1410297051","","25753632","CC BY-SA 3.0","https://stackoverflow.com/questions/25753632/tkinter-how-to-use-after-method","tkinter: how to use after method","Hey I am new to python and am using tkinter for my gui. I am having trouble using the after method.The goal is to make a random letter appear every 5 seconds.Here is my code:import randomimport timefrom tkinter import *root = Tk()w = Label(root text=GAME)w.pack()frame = Frame(root width=300 height=300)frame.pack()L1 = Label(root text=User Name)L1.pack(side=LEFT)E1 = Entry(root bd =5)E1.pack(side=LEFT)tiles_letter = ['a' 'b' 'c' 'd' 'e']while len(tiles_letter) > 0:    rand = random.choice(tiles_letter)    tile_frame = Label(frame text=rand)    tile_frame.pack()    frame.after(500)    tiles_letter.remove(rand)  # remove that tile from list of tilesroot.mainloop()can someone please help me --- the problem is definitely frame.after(500):i'm not sure if it is correct to use frame and I don't know what which argument follows the 500.Thanks","[<code>importrandomimporttimefromtkinterimport*root=Tk()w=Label(roottext=GAME)w.pack()frame=Frame(rootwidth=300height=300)frame.pack()L1=Label(roottext=UserName)L1.pack(side=LEFT)E1=Entry(rootbd=5)E1.pack(side=LEFT)tiles_letter=['a''b''c''d''e']whilelen(tiles_letter)0:rand=random.choice(tiles_letter)tile_frame=Label(frametext=rand)tile_frame.pack()frame.after(500)tiles_letter.remove(rand)#removethattilefromlistoftilesroot.mainloop()</code>]"
"['python'; 'list'; 'multidimensional-array']","True","2671089","29","839","1648548307","1310486078","1648548307","6667201","CC BY-SA 4.0","https://stackoverflow.com/questions/6667201/how-to-define-a-two-dimensional-array","How to define a two-dimensional array?","I want to define a two-dimensional array without an initialized length like this:Matrix = [][]But this gives an error:IndexError: list index out of range","[<code>Matrix=[][]</code>]"
"['python'; 'floating-point'; 'range']","True","1020177","34","916","1646686291","1232878843","1646686150","477486","CC BY-SA 4.0","https://stackoverflow.com/questions/477486/how-to-use-a-decimal-range-step-value","How to use a decimal range() step value?","Is there a way to step between 0 and 1 by 0.1?I thought I could do it like the following but it failed:for i in range(0 1 0.1):    print(i)Instead it says that the step argument cannot be zero which I did not expect.","[<code>foriinrange(010.1):print(i)</code>]"
"['python'; 'selenium'; 'execute-script']","True","571600","15","272","1638303481","1414268070","1561363578","26566799","CC BY-SA 4.0","https://stackoverflow.com/questions/26566799/wait-until-page-is-loaded-with-selenium-webdriver-for-python","Wait until page is loaded with Selenium WebDriver for Python","I want to scrape all the data of a page implemented by a infinite scroll. The following python code works.for i in range(100):    driver.execute_script(window.scrollTo(0 document.body.scrollHeight);)    time.sleep(5)This means every time I scroll down to the bottom I need to wait 5 seconds which is generally enough for the page to finish loading the newly generated contents. But this may not be time efficient. The page may finish loading the new contents within 5 seconds. How can I detect whether the page finished loading the new contents every time I scroll down? If I can detect this I can scroll down again to see more contents once I know the page finished loading. This is more time efficient.","[<code>foriinrange(100):driver.execute_script(window.scrollTo(0document.body.scrollHeight))time.sleep(5)</code>]"
"['python'; 'python-3.x'; 'string'; 'file'; 'replace']","True","804617","21","295","1648999676","1371446677","1566150421","17140886","CC BY-SA 4.0","https://stackoverflow.com/questions/17140886/how-to-search-and-replace-text-in-a-file","How to search and replace text in a file?","How do I search and replace text in a file using Python 3?Here is my code:import osimport sysimport fileinputprint (Text to search for:)textToSearch = input( >  )print (Text to replace it with:)textToReplace = input( >  )print (File to perform Search-Replace on:)fileToSearch  = input( >  )#fileToSearch = 'D:\dummy1.txt'tempFile = open( fileToSearch 'r+' )for line in fileinput.input( fileToSearch ):    if textToSearch in line :        print('Match Found')    else:        print('Match Not Found!!')    tempFile.write( line.replace( textToSearch textToReplace ) )tempFile.close()input( '\n\n Press Enter to exit...' )Input file:hi this is abcd hi this is abcdThis is dummy text file.This is how search and replace works abcdWhen I search and replace 'ram' by 'abcd' in above input file it works as a charm. But when I do it vice-versa i.e. replacing 'abcd' by 'ram' some junk characters are left at the end.Replacing 'abcd' by 'ram'hi this is ram hi this is ramThis is dummy text file.This is how search and replace works rambcd","[<code>importosimportsysimportfileinputprint(Texttosearchfor:)textToSearch=input()print(Texttoreplaceitwith:)textToReplace=input()print(FiletoperformSearch-Replaceon:)fileToSearch=input()#fileToSearch='D:\dummy1.txt'tempFile=open(fileToSearch'r+')forlineinfileinput.input(fileToSearch):iftextToSearchinline:print('MatchFound')else:print('MatchNotFound!!')tempFile.write(line.replace(textToSearchtextToReplace))tempFile.close()input('\n\nPressEntertoexit...')</code><code>hithisisabcdhithisisabcdThisisdummytextfile.Thisishowsearchandreplaceworksabcd</code><code>hithisisramhithisisramThisisdummytextfile.Thisishowsearchandreplaceworksrambcd</code>]"
"['python'; 'combinations']","True","192415","9","333","1644960010","1240937087","1495540496","798854","CC BY-SA 3.0","https://stackoverflow.com/questions/798854/all-combinations-of-a-list-of-lists","All combinations of a list of lists","I'm basically looking for a python version of Combination of List<List<int>>Given a list of lists I need a new list that gives all the possible combinations of items between the lists.[[123][456][78910]] -> [[147][148]...[3610]]The number of lists is unknown so I need something that works for all cases. Bonus points for elegance!","[<code>List&ltList&ltint</code><code>[[123][456][78910]]-[[147][148]...[3610]]</code>]"
"['python'; 'list']","True","291387","22","272","1632232574","1300788099","1428349625","5389507","","https://stackoverflow.com/questions/5389507/iterating-over-every-two-elements-in-a-list","Iterating over every two elements in a list","How do I make a for loop or a list comprehension so that every iteration gives me two elements?l = [123456]for ik in ???:    print str(i) '+' str(k) '=' str(i+k)Output:1+2=33+4=75+6=11","[<code>for</code><code>l=[123456]forikin???:printstr(i)'+'str(k)'='str(i+k)</code><code>1+2=33+4=75+6=11</code>]"
"['python'; 'pandas'; 'group-by'; 'pandas-groupby']","True","177937","4","125","1615643776","1431629079","1595832801","30244952","CC BY-SA 4.0","https://stackoverflow.com/questions/30244952/how-do-i-create-a-new-column-from-the-output-of-pandas-groupby-sum","How do I create a new column from the output of pandas groupby().sum()?","Trying to create a new column from the groupby calculation. In the code below I get the correct calculated values for each date (see group below) but when I try to create a new column (df['Data4']) with it I get NaN. So I am trying to create a new column in the dataframe with the sum of Data3 for the all dates and apply that to each date row. For example 2015-05-08 is in 2 rows (total is 50+5 = 55) and in this new column I would like to have 55 in both of the rows. import pandas as pdimport numpy as npfrom pandas import DataFramedf = pd.DataFrame({    'Date' : ['2015-05-08' '2015-05-07' '2015-05-06' '2015-05-05' '2015-05-08' '2015-05-07' '2015-05-06' '2015-05-05']     'Sym'  : ['aapl' 'aapl' 'aapl' 'aapl' 'aaww' 'aaww' 'aaww' 'aaww']     'Data2': [11 8 10 15 110 60 100 40]    'Data3': [5 8 6 1 50 100 60 120]})group = df['Data3'].groupby(df['Date']).sum()df['Data4'] = group","[<code>groupby</code><code>df['Data4']</code><code>Data3</code><code>importpandasaspdimportnumpyasnpfrompandasimportDataFramedf=pd.DataFrame({'Date':['2015-05-08''2015-05-07''2015-05-06''2015-05-05''2015-05-08''2015-05-07''2015-05-06''2015-05-05']'Sym':['aapl''aapl''aapl''aapl''aaww''aaww''aaww''aaww']'Data2':[11810151106010040]'Data3':[58615010060120]})group=df['Data3'].groupby(df['Date']).sum()df['Data4']=group</code>]"
"['python'; 'package'; 'python-import'; 'importerror'; 'init']","True","591675","20","801","1613249880","1342598354","1539809959","11536764","CC BY-SA 4.0","https://stackoverflow.com/questions/11536764/how-to-fix-attempted-relative-import-in-non-package-even-with-init-py","How to fix Attempted relative import in non-package even with __init__.py","I'm trying to follow PEP 328 with the following directory structure:pkg/  __init__.py  components/    core.py    __init__.py  tests/    core_test.py    __init__.pyIn core_test.py I have the following import statementfrom ..components.core import GameLoopEventsHowever when I run I get the following error:tests$ python core_test.py Traceback (most recent call last):  File core_test.py line 3 in <module>    from ..components.core import GameLoopEventsValueError: Attempted relative import in non-packageSearching around I found relative path not working even with __init__.py and Import a module from a relative path but they didn't help.Is there anything I'm missing here?","[<code>pkg/__init__.pycomponents/core.py__init__.pytests/core_test.py__init__.py</code><code>core_test.py</code><code>from..components.coreimportGameLoopEvents</code><code>tests$pythoncore_test.pyTraceback(mostrecentcalllast):Filecore_test.pyline3in&ltmodulefrom..components.coreimportGameLoopEventsValueError:Attemptedrelativeimportinnon-package</code>]"
"['python'; 'list'; 'parameter-passing']","True","241395","3","272","1646969012","1281728406","1646969012","3480184","CC BY-SA 4.0","https://stackoverflow.com/questions/3480184/pass-a-list-to-a-function-to-act-as-multiple-arguments","Pass a list to a function to act as multiple arguments","In a function that expects a list of items how can I pass a Python list item without getting an error?my_list = ['red' 'blue' 'orange']function_that_needs_strings('red' 'blue' 'orange') # works!function_that_needs_strings(my_list) # breaks!Surely there must be a way to expand the list and pass the function 'red''blue''orange' on the hoof? I think this is called 'unpacking'.","[<code>my_list=['red''blue''orange']function_that_needs_strings('red''blue''orange')#works!function_that_needs_strings(my_list)#breaks!</code><code>'red''blue''orange'</code>]"
"['python']","True","339338","9","225","1627571701","1288724669","","4081217","CC BY-SA 2.5","https://stackoverflow.com/questions/4081217/how-to-modify-list-entries-during-for-loop","How to modify list entries during for loop?","Now I know that it is not safe to modify the list during an iterative looping. However suppose I have a list of strings and I want to strip the strings themselves. Does replacement of mutable values count as modification? ","[]"
"['python'; 'selenium'; 'selenium-chromedriver'; 'headless'; 'google-chrome-headless']","True","15232","1","6","1600957434","1504737336","1524060031","46085270","CC BY-SA 3.0","https://stackoverflow.com/questions/46085270/selenium-common-exceptions-webdriverexception-message-chromedriver-executabl","selenium.common.exceptions.WebDriverException: Message: 'chromedriver' executable needs to be in PATH error with Headless Chrome","when i run my script  i got this error Traceback (most recent call last):  File C:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\common\service.py line 74 in start    stdout=self.log_file stderr=self.log_file)  File C:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\subprocess.py line 707 in __init__    restore_signals start_new_session)  File C:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\subprocess.py line 992 in _execute_child    startupinfo)FileNotFoundError: [WinError 2] The system cannot find the file specifiedDuring handling of the above exception another exception occurred:Traceback (most recent call last):  File C:/Users/ishaq/AppData/Local/Programs/Python/Python36/headless.py line 9 in <module>    driver = webdriver.Chrome(executable_path=os.path.abspath(chromedriver)   chrome_options=chrome_options)  File C:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\chrome\webdriver.py line 62 in __init__    self.service.start()  File C:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\common\service.py line 81 in start    os.path.basename(self.path) self.start_error_message)selenium.common.exceptions.WebDriverException: Message: 'chromedriver' executable needs to be in PATH. Please see https://sites.google.com/a/chromium.org/chromedriver/homehere is my script import os  from selenium import webdriver  from selenium.webdriver.common.keys import Keys  from selenium.webdriver.chrome.options import Options chrome_options = Options()  chrome_options.add_argument(--headless)  chrome_options.binary_location = r'C:\Users\ishaq\Desktop\chrome\chromedriver.exe'    driver = webdriver.Chrome(executable_path=os.path.abspath(chromedriver)   chrome_options=chrome_options)  driver.get(http://www.duo.com) magnifying_glass = driver.find_element_by_id(js-open-icon)  if magnifying_glass.is_displayed():    magnifying_glass.click()  else:    menu_button = driver.find_element_by_css_selector(.menu-trigger.local)    menu_button.click() search_field = driver.find_element_by_id(site-search)  search_field.clear()  search_field.send_keys(Olabode)  search_field.send_keys(Keys.RETURN)  assert Looking Back at Android Security in 2016 in driver.page_sourcedriver.close()","[<code>Traceback(mostrecentcalllast):FileC:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\common\service.pyline74instartstdout=self.log_filestderr=self.log_file)FileC:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\subprocess.pyline707in__init__restore_signalsstart_new_session)FileC:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\subprocess.pyline992in_execute_childstartupinfo)FileNotFoundError:[WinError2]ThesystemcannotfindthefilespecifiedDuringhandlingoftheaboveexceptionanotherexceptionoccurred:Traceback(mostrecentcalllast):FileC:/Users/ishaq/AppData/Local/Programs/Python/Python36/headless.pyline9in&ltmoduledriver=webdriver.Chrome(executable_path=os.path.abspath(chromedriver)chrome_options=chrome_options)FileC:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\chrome\webdriver.pyline62in__init__self.service.start()FileC:\Users\ishaq\AppData\Local\Programs\Python\Python36\lib\site-packages\selenium\webdriver\common\service.pyline81instartos.path.basename(self.path)self.start_error_message)selenium.common.exceptions.WebDriverException:Message:'chromedriver'executableneedstobeinPATH.Pleaseseehttps://sites.google.com/a/chromium.org/chromedriver/home</code><code>importosfromseleniumimportwebdriverfromselenium.webdriver.common.keysimportKeysfromselenium.webdriver.chrome.optionsimportOptionschrome_options=Options()chrome_options.add_argument(--headless)chrome_options.binary_location=r'C:\Users\ishaq\Desktop\chrome\chromedriver.exe'driver=webdriver.Chrome(executable_path=os.path.abspath(chromedriver)chrome_options=chrome_options)driver.get(http://www.duo.com)magnifying_glass=driver.find_element_by_id(js-open-icon)ifmagnifying_glass.is_displayed():magnifying_glass.click()else:menu_button=driver.find_element_by_css_selector(.menu-trigger.local)menu_button.click()search_field=driver.find_element_by_id(site-search)search_field.clear()search_field.send_keys(Olabode)search_field.send_keys(Keys.RETURN)assertLookingBackatAndroidSecurityin2016indriver.page_sourcedriver.close()</code>]"
